Owned By Check,Owned Name,Postal,Unique ID,Notes,House Name,MLO/SHELL/IPL,Shell Name,MLO Name,Rental/Mortgage,Downpayment,Total Value or Daily Rent Price,Current Mortgage Remaining,Last Login Date,Property Tax Missed,TBX Only,TBX Cost,Numb,Personal Garage,Shell Yard,Storage Count,Buisness lookup
,,1088,85611.0,,The Chiliad Bunker,mlo,,1088_Bunker,Sale,"$250,000.00","$5,000,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,15,
ZGX44775,cody garripoli,3052,85701.0,,3051 Mechanic,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/14/2025 21:57:34,0,False,,,❌,❌,25,"autopart_3052, mechanic3052"
F42J2KSQ,Lexi Dixon,1000,85759.0,,1000 24/7 & Gas,mlo,,,Rent,$0.00,"$5,450.00",RENTAL PROPERTY,9/15/2025 20:28:56,0,False,,,❌,❌,5,"247_1000, gas_1000"
,,Galapagos,85785.0,,Galapagos Storage,shell,"""stashhouse2_shell""",,Sale,"$2,250.00","$45,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
WYRB1Y29,Wesley Clark,7315,86059.0,,7315 West Mirror Drive,mlo,,,Sale,"$55,000.00","$1,100,000.00","$555,812.00",9/16/2025 11:59:32,0,False,,,❌,❌,15,
GQD7P3F6,Rocky Keegan,Sandy,86100.0,,Sandy Motel Rm#114,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,RENTAL PROPERTY,9/16/2025 1:30:58,0,False,,,❌,❌,5,
,,Sandy,86122.0,,room 215,mlo,,,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
LAZIH2EH,Marcus Bernett,7095,86138.0,,7095 Night Club,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/16/2025 2:52:13,0,False,,,❌,❌,30,bar_7095
XD0XQ1X9,Bella Antwood,307,86218.0,,307 Event Venue,shell,"""shell_warehouse1""",,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/2/2025 3:24:14,0,False,,,❌,❌,20,
,,Del,86370.0,,del perro heights #103,shell,"""k4_hotel2_shell""",,Rent,$0.00,"$1,700.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
N14Q0XFD,Brandon Chavis,927,86528.0,,927 Roxwood House,mlo,,,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/15/2025 17:51:49,0,True,$70/Mo,$70.00,❌,❌,20,
,,2006,86572.0,,2006 LTD & Gas,shell,"""shell_warehouse3""",,Rent,$0.00,"$5,450.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,"ltd_2006, gas_2006"
,,7316,87139.0,,La Mesa West Mirror Drive 746,mlo,,,Sale,"$39,200.00","$784,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Sandy,87470.0,,Sandy Motel Rm#216,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
J029KXMG,Nathan Barns,7332,28591.0,,7332 Utopia Gardens House 1,mlo,,,Sale,"$48,500.00","$970,000.00",PAID OFF,9/13/2025 11:27:15,0,False,,,❌,❌,20,
,,Serene Sancruary,87601.0,,Serene Sanctuary,shell,"""k4mb1_basement1_shell""",,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,True,$20/month,$20,❌,❌,20,
,,9312,87682.0,,9312 Labor Place Warehouse,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,30,
YUD51814,Daniel Walker,7342,87794.0,,7342 Nikola Place 2,mlo,,,Sale,"$50,000.00","$1,000,000.00",PAID OFF,8/29/2025 17:04:16,0,False,,,❌,❌,15,
,,Sandy,87989.0,,Sandy Motel Rm#218,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,9017,88025.0,,9017 Davis Covenant Ave 430,shell,"""default_housing5_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,1001 A,88105.0,,1001 A Great Ocean Highway,shell,"""shell_trailer""",,Sale,"$2,500.00","$50,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,4,
KKHS58RM,Jake Dexter,1074,88250.0,,1074 Procopio Drive,shell,"""deluxe_housing3_k4mb1""",,Sale,"$62,500.00","$1,250,000.00","$711,016.00",9/16/2025 8:22:19,0,False,,,❌,❌,25,
,,8131,88258.0,,8131 Vespucci Canals Vespucci Blvd 707,shell,"""kambi_furnishedhouse1""",,Sale,"$20,500.00","$410,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Galapagos,88427.0,,Galapagos Storage B,shell,"""stashhouse2_shell""",,Sale,"$2,250.00","$45,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
DU473B1T,L Misty,7314,88523.0,,7314 West Mirror Drive,shell,"""deluxe_housing2_k4mb1""",,Sale,"$55,000.00","$1,100,000.00","$846,046.00",9/1/2025 19:30:14,0,False,,,❌,❌,20,
IZ0GEU15,Henry Falcone,7155,88560.0,,7155 Ceasars Place,mlo,,ed_whitemansion,Rent,$0.00,"$2,500.00",RENTAL PROPERTY,9/16/2025 2:33:25,0,True,$50/Mo,$50.00,❌,❌,15,
R84T9874,will parks,7270,88747.0,,Rockford Hills Dorset Dr 166,shell,"""k4mb1_furnishedoffice5_shell""",,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/16/2025 2:56:57,0,False,,,❌,❌,35,
,,Eastern,88858.0,,Eastern Motel Rm# 008,mlo,,,Rent,$0.00,$600.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
P07JSVD6,Marceline Carpenter,6178,89137.0,has a ticket open - bash - 04/11,6178 The Roosters Rest ,mlo,,,Rent,$0.00,"$11,500.00",RENTAL PROPERTY,9/16/2025 8:30:20,0,False,,,❌,❌,30,bar_6178
,,Del,89214.0,,del perro heights #102,shell,"""k4_hotel2_shell""",,Rent,$0.00,"$1,700.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
Z57TTBNO,Vince Reed,7144,91677.0,,7144 Haywick Ave Home 2,shell,"""default_housing4_k4mb1""",,Sale,"$5,416.00","$108,333.00",PAID OFF,9/16/2025 1:58:38,0,False,,,❌,❌,20,
F962ZZNQ,Luciel Blackwood,6188,89346.0,,6188 Apartment,shell,"""shell_apartment3""",,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/16/2025 14:10:13,0,False,,,❌,❌,20,
,,7332,89349.0,,7332 Utopia Drive 2,mlo,,,Sale,"$48,500.00","$970,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
F30GUK29,Theodore Richards,8199,89382.0,,8199 Warehouse,shell,"""shell_warehouse2""",,Sale,"$32,500.00","$60,000.00",PAID OFF,9/16/2025 1:33:27,0,False,,,❌,❌,15,
,,7299,89456.0,,7299 Warehouse,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9174,89482.0,,9174 Jamestown Street,mlo,,,Sale,"$21,250.00","$425,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
E613P93B,Salvatore Lucianoo,8212,89710.0,,8212 Vespucci Magellan Ave 936,shell,"""modern_housing3_k4mb1""",,Sale,"$9,450.00","$189,000.00","$145,368.00",9/16/2025 12:53:42,0,False,,,❌,❌,20,
YT338PMV,Stevy Emm,7075,89764.0,,7075 Basement,shell,"""k4mb1_basement2_shell""",,Sale,"$4,500.00","$90,000.00",PAID OFF,9/16/2025 7:41:01,0,False,,,❌,❌,20,
,,911,89983.0,,911 House 2 Roxwood,shell,"""classichouse3_shell""",,Sale,"$21,250.00","$425,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9106,90026.0,,9106 Davis Roy Lowenstein Blvd 991,mlo,,,Sale,"$30,750.00","$615,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,DC,90213.0,,dc hotel #102,shell,"""k4_hotel1_shell""",,Rent,$0.00,"$1,300.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
DGB48038,Wayne Gemini,9379,90426.0,,9379 Warehouse,shell,"""shell_weed""",,Sale,"$9,450.00","$60,000.00",PAID OFF,9/14/2025 15:03:13,0,False,,,❌,❌,20,
UMG1U95Z,Linny Tano,3018,90496.0,,3018 Ammunation,mlo,,,Rent,$0.00,"$5,500.00",RENTAL PROPERTY,9/15/2025 4:18:50,0,False,,,❌,❌,20,ammunation_3018
ETUL669H,James Gallo,8110,90536.0,,8110 Clubhouse,mlo,,clubhouse_vespucci_canals_v2,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/14/2025 2:40:19,0,True,75$/mo,$75.00,❌,❌,15,bar_8110
,,Sandy,90601.0,,Republican Safehouse,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
JK239VSR,Jonny Barker,4018,90772.0,,4018 Route 68 B,shell,"""medium_housing2_k4mb1""",,Sale,"$7,250.00","$145,000.00","$102,968.00",9/16/2025 3:10:12,0,False,,,❌,❌,20,
,,Roxwood,90940.0,,Roxwood Heights Room 203,shell,"""k4_motel3_shell""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,4014,90987.0,,Joshua Road Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Roxwood,91011.0,,Roxwood Heights Room 109,shell,"""k4_motel2_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,7348,91195.0,,7348 Bridge Street A,mlo,,,Sale,"$42,500.00","$850,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
Y2JFR94N,Svetlana Petrovski,8197,91251.0,,8197 Mechanic Warehouse,shell,"""shell_garagem""",,Sale,"$11,275.00","$60,000.00",PAID OFF,9/6/2025 0:41:24,0,False,,,❌,❌,30,
,,1024,91394.0,,1024 Unit 11,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,8024,91396.0,,8024 Pillbox Hill Alta St 558,shell,"""k4mb1_furnishedoffice5_shell""",,Rent,$0.00,"$4,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
CQ6BYDKR,Karl Gustav,4022,91489.0,,4022 Route 68,shell,"""k4mb1_basement5_shell""",,Sale,"$32,500.00","$650,000.00",PAID OFF,9/16/2025 4:18:36,0,False,,,❌,❌,5,
HEMZADXW,Finn Scorpion,1012,70906.0,,1012 Ron's Fuel Stop,shell,"""shell_gunstore""",,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/16/2025 2:24:46,0,False,,,❌,❌,20,"247_1012, gas_1012"
UW3AT40K,Mason Eakin,7144,91499.0,,7144 Haywick Ave Home 3,shell,"""k4mb1_house1_shell""",,Sale,"$5,416.65","$108,333.00","$102,401.00",9/16/2025 14:10:13,0,False,,,❌,❌,20,
,,DC,91600.0,,dc hotel #103,shell,"""k4_hotel1_shell""",,Rent,$0.00,"$1,300.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,787,91626.0,,787 Roxwood A,mlo,,,Rent,$0.00,"$4,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
HJC380HZ,Roger Snith,2059,91664.0,,San Chianski Mountain Range Catfish View 774,shell,"""shell_v16low""",,Sale,"$8,700.00","$174,000.00",PAID OFF,8/13/2025 5:41:10,0,False,,,❌,❌,20,
,,Sandy,91824.0,,Sandy Motel Rm#101,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
E613P93B,Salvatore Lucianoo,4013,91863.0,,4013 Trailer on Dirt Road,shell,"""shell_trailer""",,Sale,"$4,250.00","$85,000.00",PAID OFF,9/16/2025 12:53:42,0,False,,,❌,❌,20,
GQD7P3F6,Rocky Keegan,Sandy,92116.0,,Sandy Motel Rm#116,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,RENTAL PROPERTY,9/16/2025 1:30:58,0,False,,,❌,❌,5,
FIX53751,Tyler Jackson,780,92658.0,,780 Roxwood A,shell,"""classichouse_shell""",,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,8/30/2025 3:16:17,0,False,,,❌,❌,20,
LAZIH2EH,Marcus Bernett,8210,92942.0,,8210 Smoke Shop,mlo,,,Rent,$0.00,"$1,500.00",RENTAL PROPERTY,9/16/2025 2:52:13,0,False,,,❌,❌,5,smoke_8210
FIX53751,Tyler Jackson,10046,93179.0,,10046 Warehouse,shell,"""warehouse_k4mb1""",,Sale,"$10,000.00","$60,000.00",PAID OFF,8/30/2025 3:16:17,0,False,,,❌,❌,20,
,,1054,93186.0,,Hanchos Fuel and Wash,shell,"""shell_gunstore""",,Rent,$0.00,"$5,450.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,"ltd_1054, gas_1054"
,,9179,93600.0,,Rancho Jamestown St 799,mlo,,,Sale,"$21,250.00","$425,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
N0PU6489,Seth Connor,3015,93822.0,,3015 Marina Drive,shell,"""shell_trailer""",,Sale,"$4,750.00","$95,000.00",PAID OFF,9/15/2025 23:44:23,0,False,,,❌,❌,20,
G0BJW967,James Franks,1010,94115.0,,1010 Clubhouse,mlo,,clubhouse_paleto,Rent,$0.00,"$5,201.00",RENTAL PROPERTY,9/16/2025 0:48:53,0,True,$100/Mo,$100.00,❌,❌,35,bar_1010
,,Eastern,94129.0,,Eastern Motel Rm# 007,mlo,,,Rent,$0.00,$600.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,Del,94218.0,,del perro heights #104,shell,"""k4_hotel2_shell""",,Rent,$0.00,"$1,700.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
M75XPPZN,Cletus Ward,2015,94370.0,,2015 Grapeseed Main Street,shell,"""medium_housing1_k4mb1""",,Sale,"$16,000.00","$320,000.00","$236,485.00",9/10/2025 23:50:35,0,False,,,❌,❌,20,
Y68NA381,Silas Skarvald,1057,94374.0,,1057 Procopio Drive,shell,"""modern_housing2_k4mb1""",,Sale,"$93,000.00","$410,000.00",PAID OFF,9/14/2025 22:49:59,0,False,,,❌,❌,20,
F962ZZNQ,Luciel Blackwood,5024,94389.0,,5024 Gravestone Ranch,mlo,,ykn_gravestone,Rent,$0.00,"$6,250.00",RENTAL PROPERTY,9/16/2025 14:10:13,0,True,$80/Mo,$80.00,❌,❌,20,
H8I75119,David Martin,3057 H,94447.0,,3057 Senora Way H,shell,"""shell_trailer""",,Sale,"$4,000.00","$80,000.00",PAID OFF,9/16/2025 7:11:22,0,False,,,❌,❌,6,
FQZ6U9WS,Hank Bailey,3033,94470.0,,Calafia Road Basement A,shell,"""k4mb1_basement2_shell""",,Sale,"$4,500.00","$90,000.00",PAID OFF,9/14/2025 7:21:07,0,False,,,❌,❌,20,
NK39J0MX,Raul Salazar,9002,94558.0,,9002 Scrapyard,mlo,,,Rent,$0.00,"$2,455.00",RENTAL PROPERTY,9/11/2025 3:18:27,0,False,,,❌,❌,5,scrap_9002
T12T4FW1,Bryce Acevedo,Cayo,94642.0,,Club Cayo,mlo,,,Rent,$0.00,"$8,000.00",RENTAL PROPERTY,9/16/2025 7:08:42,0,False,,,❌,❌,20,bar_clubcayo
,,9209,94723.0,,Panoptikon ,mlo,,,Rent,$0.00,"$5,634.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,30,
,,5016,94941.0,,5016 LTD&Gas,shell,"""shell_gunstore""",,Rent,$0.00,"$4,400.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,15,"ltd_5016, gas_5016"
,,9045,95166.0,,9045 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
H9HG4A8P,Rico Ramirez,9185,95265.0,,9185 Dutch London Street Apartment H,shell,"""shell_v16mid""",,Sale,"$17,500.00","$350,000.00","$332,500.00",9/16/2025 4:54:53,0,False,,,❌,❌,20,
,,Sandy,95434.0,,Sandy Motel Rm#104,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
M534OLL6,Caden Miller,8119,95607.0,,8119 Vespucci Canals Vespucci Blvd 856,shell,"""luxury_housing4_k4mb1""",,Sale,"$15,750.00","$315,000.00",PAID OFF,9/14/2025 22:56:05,0,False,,,❌,❌,20,
OC83YW4S,Amelia Lopez,4019,95654.0,,Lopez Dash N Go - 4019,mlo,,,Rent,$0.00,"$4,900.00",RENTAL PROPERTY,9/16/2025 1:40:02,0,False,,,❌,❌,5,247_4019
,,6033,95728.0,,6033 Richman Ace Jones Dr 456,shell,"""highend_housing3_k4mb1""",,Sale,"$90,000.00","$1,800,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
UMG1U95Z,Linny Tano,3032,95792.0,,3032 Container Storage,shell,"""container_shell""",,Sale,"$3,750.00","$75,000.00",PAID OFF,9/15/2025 4:18:50,0,False,,,❌,❌,20,
VG6XO83J,Lucy Jager,9036,95943.0,,9036 Alta Street,mlo,,,Rent,$0.00,"$2,000.00",RENTAL PROPERTY,9/14/2025 19:20:12,0,False,,,❌,❌,40,
OC83YW4S,Amelia Lopez,4019,95984.0,,4019 Route 68 Apartment,shell,"""furnitured_lowapart""",,Rent,$0.00,"$1,000.00",RENTAL PROPERTY,9/16/2025 1:40:02,0,False,,,❌,❌,20,
O735A831,Doc Holiday,4024,95987.0,,4024 Dealership,mlo,,,Rent,$0.00,"$7,600.00",RENTAL PROPERTY,9/16/2025 5:42:15,0,True,$30/Mo,$30.00,❌,❌,20,dealership_4024
,,6008,96088.0,,Vinewood Hills North Rockford Dr 677,shell,"""highend_housing1_k4mb1""",,Sale,"$235,000.00","$2,350,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Eastern,96312.0,,Eastern Motel Rm# 005,mlo,,,Rent,$0.00,$600.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,10007,96315.0,BEING REMOVED; DONT SELL - Cougar,10007 Clubhouse,mlo,,MC_LSIA_Bikerclub,Rent,$0.00,"$5,200.00",AVAILABLE,AVAILABLE,0,True,$100/month,$100.00,❌,❌,15,bar_10007
L74BH963,Strawberry Butterrub,10058,96348.0,,10058 Warehouse,shell,"""shell_warehouse1""",,Rent,$0.00,"$2,000.00",RENTAL PROPERTY,9/16/2025 13:01:38,0,False,,,❌,❌,20,
P4PCXY6F,Leon Noel,8167,96386.0,,8167 Dealership,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/16/2025 9:03:44,0,False,,,❌,❌,5,dealership_8167
,,7062,96602.0,,7062 West Eclipse Blvd,shell,"""k4_mansion2_shell""",,Sale,"$50,000.00","$2,250,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Cayo,96675.0,,Cayo Port Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
CO6P2S1F,Angel Cordero,3007,96740.0,,3007 warehouse Armadillo Ave 353,shell,"""shell_warehouse3""",,Rent,$0.00,"$2,000.00",RENTAL PROPERTY,9/16/2025 4:43:28,0,False,,,❌,❌,20,
OC83YW4S,Amelia Lopez,7014,96981.0,,7014 Great Ocean Freeway,shell,"""shell_michael""",,Sale,"$60,000.00","$1,200,000.00",PAID OFF,9/16/2025 1:40:02,0,False,,,❌,❌,20,
VG6XO83J,Lucy Jager,9275,97132.0,,9275 Ammunation,mlo,,,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/14/2025 19:20:12,0,True,$30/Mo,$30.00,❌,❌,20,ammunation_9275
,,780,97169.0,,780 Roxwood C,shell,"""medium_housing1_k4mb1""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,#REF!,#REF!
A9UT25NM,Antonio Lopez,7119,97273.0,,7119 Warehouse Power Street,shell,"""shell_garagel""",,Sale,"$112,500.00","$60,000.00",PAID OFF,9/15/2025 22:52:57,0,False,,,❌,❌,35,
,,8194,97372.0,,8194 LTD/Gas,shell,"""shell_warehouse3""",,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,gas_8194
N00GQ38D,mason steele,8115,97454.0,,8115 Vespucci Canals B,shell,"""modern_housing3_k4mb1""",,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/15/2025 18:57:33,0,False,,,❌,❌,20,
,,Sandy,97882.0,,Sandy Motel Rm#207,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
R84T9874,will parks,972,97927.0,,972 House 1 Roxwood,shell,"""manor_housing1_k4mb1""",,Sale,"$13,495.00","$269,900.00",PAID OFF,9/16/2025 2:56:57,0,False,,,❌,❌,10,
,,783,98010.0,,783 Roxwood A,shell,"""classichouse_shell""",,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
TAJH2HUB,Michael Donovan,10073,98073.0,,10073 Warehouse,shell,"""warehouse_k4mb1""",,Sale,"$22,600.00","$60,000.00",PAID OFF,7/19/2025 6:02:35,0,False,,,❌,❌,35,
F19V6O1P,Reese Hat,7339,98300.0,,7339 Nikola Place 2,mlo,,,Sale,"$47,500.00","$950,000.00","$721,435.00",9/16/2025 3:39:06,0,False,,,❌,❌,5,
B6J21ACZ,Dexter Kray,8122,98367.0,,8122 House A,mlo,,,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/16/2025 3:58:10,0,False,,,❌,❌,20,
H667KW36,wilson fisk,3057 J,98429.0,,3057 Senora Way J,shell,"""shell_trailer""",,Sale,"$4,250.00","$85,000.00",PAID OFF,9/15/2025 0:00:22,0,False,,,❌,❌,6,
ZON07R35,Esteban Torres,3051,98560.0,,3051 House C,shell,"""shell_v16mid""",,Rent,$0.00,"$2,250.00",RENTAL PROPERTY,9/16/2025 7:48:27,0,False,,,❌,❌,5,
,,6177 A,98730.0,,6177 Gantry Lane A,shell,"""medium_housing2_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
EI48J9EL,Richie Failes,1061,98991.0,,1061 Paleto Boulevard Rental Home,shell,"""shell_trevor""",,Rent,$0.00,"$2,250.00",RENTAL PROPERTY,9/16/2025 5:29:03,0,False,,,❌,❌,20,
JWCKEWA5,Adam Calhoon,6069,99206.0,,Vinewood Hills Lake Vinewood Est 644,shell,"""k4_mansion2_shell""",,Sale,"$160,000.00","$3,200,000.00","$1,820,200.00",9/16/2025 1:42:29,0,False,,,❌,❌,20,
JJF7V1FJ,Blair Flame,4010,99360.0,,4010 Gas Station,shell,"""shell_warehouse3""",,Rent,$0.00,"$3,750.00",RENTAL PROPERTY,8/23/2025 4:46:10,0,False,,,❌,❌,5,gas_4010
T6U77PLL,Chris Gentry,7309,99396.0,,7309 Nikola Ave,mlo,,,Sale,"$48,500.00","$970,000.00",PAID OFF,9/13/2025 2:51:24,0,False,,,❌,❌,5,
RE30MR39,Justice Mcknight,3015,99444.0,,Sandy Shores Marina Dr 289,shell,"""shell_trailer""",,Sale,"$4,500.00","$90,000.00",PAID OFF,7/21/2025 20:52:12,0,False,,,❌,❌,20,
WYIX652L,Davide Marone,7019,99445.0,,7019 Apartment B,shell,"""default_housing4_k4mb1""",,Sale,"$21,250.00","$425,000.00",PAID OFF,7/21/2025 2:46:53,0,False,,,❌,❌,20,
G070811P,Prismo Wishmaster,4006,99571.0,,4006 Radio/Podcast/DigitalDen,mlo,,,Sale,$0.00,"$3,000.00",PAID OFF,9/16/2025 5:38:25,0,True,50$/mo,$50.00,❌,❌,5,digital_4006
,,6047/6046,99580.0,,Wulf Estate (North Sheldon Ave),shell,"""default_housing2_k4mb1""",,Sale,"$50,000.00","$1,000,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
P4PCXY6F,Leon Noel,9318,99686.0,,9318 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 9:03:44,0,False,,,❌,❌,20,
,,9082,99837.0,,9082 Apartment 4,shell,"""shell_v16low""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
JJSZRYHL,Benjamin Pierce,9377,99885.0,,9377 Warehouse ,shell,"""stashhouse_shell""",,Sale,"$8,800.00","$60,000.00",PAID OFF,9/16/2025 4:15:35,0,False,,,❌,❌,20,
BJ72E4I4,Summer Forest,1043,75920.0,,1043 Duluoz Ave,shell,"""shell_v16mid""",,Sale,"$18,250.00","$365,000.00",PAID OFF,9/14/2025 5:57:53,0,False,,,❌,❌,20,
,,9065,42850.0,,9065 Davis Ave Mortuary ,shell,"""shell_officebig""",,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,45,
,,9287,91331.0,,9287 Popular Street,shell,"""stashhouse_shell""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,8221,26221.0,,8221 Magellan Ave Warehouse,shell,"""shell_store3""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
R84T9874,will parks,8105,80061.0,,8105 Bay City Ave Warehouse,shell,"""shell_gunstore""",,Rent,$0.00,"$2,000.00",RENTAL PROPERTY,9/16/2025 2:56:57,0,False,,,❌,❌,35,
,,8213,66349.0,has a ticket open,8213 Magellan Ave Warehouse Garage,shell,"""shell_garagem""",,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,35,
,,8211,90417.0,,8211 Cool Beans Coffee,mlo,,,Rent,$0.00,"$4,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,7298,89634.0,has a ticket open,7298 Bridge St,shell,"""classichouse2_shell""",,Sale,"$45,000.00","$900,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
L2GE789M,Moose Ehdian,2019,62666.0,,2019 Seaview Rd,shell,"""medium_housing3_k4mb1""",,Sale,"$11,750.00","$235,000.00","$223,250.00",9/16/2025 14:10:13,0,False,,,❌,❌,20,
P1N1K9U6,Chuy Martinez,9338,73931.0,,9338 Fudge Ln,shell,"""medium_housing3_k4mb1""",,Sale,"$16,500.00","$330,000.00",PAID OFF,9/12/2025 1:19:07,0,False,,,❌,❌,20,
,,5041,83684.0,,5041 Great Ocean Hwy,shell,"""deluxe_housing3_k4mb1""",,Sale,"$55,000.00","$1,100,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
C1KOM237,randy hansen,9119,45656.0,Garage total add's to total property total,9119 Garage Part,shell,"""shell_garagem""",,Sale,"$10,000.00","$200,000.00","$123,500.00",9/16/2025 6:00:30,0,False,,,❌,❌,20,
C1KOM237,randy hansen,9119,56764.0,Garage total add's to total property total,9119 Davis Brouge Ave House,shell,"""shell_frankaunt""",,Sale,"$10,000.00","$200,000.00",PAID OFF,9/16/2025 6:00:30,0,False,,,❌,❌,20,
